ID,Name,Description,Open Timings,Location,Category,Rating,Review Count
305,Exitus Escape Rooms,"Exitus Escape Rooms offers thrilling and immersive experiences where participants work together to solve puzzles and uncover clues to escape themed rooms within a set time limit. Perfect for team-building, parties, or family fun, it's an adrenaline-filled adventure that challenges both mind and teamwork skills.",1:00 PM - 9:00 PM,Guelph,Escape ames,5,32
306,Franni's Attic,"AN AUTHENTIC TRIP BACK IN TIME!!! Over an acre of antiques, uniques and collectibles curated in the historic Howey Hardware Building (Est. 1913). Original tin ceilings, scores of drawers and old oiled hardwood floors. 30+ vintage vendors in the multi-vendor market.",11:00 AM - 4:00 PM,Port Rowan,Antique Shops,4.5,25
307,Janet Head Lighthouse,"2021 - Janet Head Lighthouse will re-open to the public on July 16, 2021. Summer hours for July and August 2021 are Wednesday, Thursday, and Friday from 1 p.m. - 4 p.m. Visitors inside the lighthouse will be limited, and masks inside the lighthouse are required. The outside grounds are open year round. NO CAMPING or OVERNIGHT PARKING",1: 00 PM - 4:00 PM,Gore Bay,Lighthouses,3.5,25
308,Escape Bicycle Tours and Rentals,"Join us to discover Ottawa the best way - with a guided bicycle tour or rent a bike and enjoy your own self-guided ride. Explore Ottawa’s major attractions, hidden gems,historic landmarks and magnificent nature. Your tour will ride at a comfortable pace on the safe and scenic bicycle paths. Bicycle in Ottawa on a fun and informative 2- hour, 3 -hour or day tour with our passionate and friendly guides who want to show you the best of Ottawa. Rent any of our high-quality bikes of all sizes and for all levels of riders. Rentals include city bikes, electric bikes, mountain bikes or e scooter rentals. Drop by our shop on Sparks St. steps away from Parliament hill, get fitted for your bike, helmet, lock and bag - to make your visit a fun adventure.",10:00 AM -5:00 PM,Ottawa,Self-Guided Tours and Rentals,5,901
309,Friends of the Aviary,Meets animal welfare Guidelines,,Hamilton,Zoos,4,16
310,Haunted Walk Of Toronto,"Ghosts, graveyards, hangings and haunts. From the old military town of York to the metropolitan city of today, discover Toronto's darker history. Stroll along the haunted cobblestone streets of the historic Distillery District by lantern light. Visit the old hanging grounds near the St. Lawrence Market, where many a rebel, and perhaps a few innocent souls, met with a gruesome end.",,Toronto,Ghost and Vampire Tours,4.5,1130
311,Chpsticks+Forks,"Designed for the Explorer, your “Round the World” food experience starts here. There's a world to discover in Toronto and we want to share this passion for international foods by sharing the flavours of the world with you. We are dedicated to the one thing that makes Toronto better than any other city in the world: Diversity. There are more languages spoken and more diverse ethnic groups living in Toronto than any city in the world. That makes Toronto the best city to taste your way around the planet with authentic and culturally relevant foods to discover. ""Never in history could you taste the world with just a bus pass"" Taste - Learn - Discover",,Toronto,Historical and Heritage Tours,5,621
312,Shelter Valley Pines Golf Club,"Shelter Valley Pines Golf Club is a golf facility located in Ontario, Canada. It features an 18-hole golf course set in a scenic environment. Golf enthusiasts typically visit the club for recreational play, tournaments, and events. For the most current and detailed information about Shelter Valley Pines Golf Club, including facilities, services, and any recent changes, I recommend checking the official website of the golf club or contacting them directly",7:00 AM - 9:00 PM,Grafton,Golf Courses,4.5,30
313,Laveanne,"Eastern Ontario's premier grower and producer of organic lavender products. Stroll the labyrinth and four acres of landscaped lavender fields and gardens. Browse the lavender gift shop with handcrafted lavender products. Enjoy lunch on the outdoor terrace, reservations ",10:00 AM - 5:00 PM ,Campbellcroft,Gardens,4.5,62
314,Escape Manor Byward Market,"Escape Manor is known for offering a variety of escape room scenarios, each with its unique theme and storyline. Participants work together to solve puzzles and uncover clues that lead to the solution of the room's mystery or challenge.",2:00 PM - 10:30 PM,Ottawa,Escape Games,4.5,184
315,Energy Healing By Terry,"Energy Healing is for everyone and anyone who WANTS help in healing with physical and or mental pain. I use a variety of sound healing instruments and crystals , as well as my own powerful (hands on) Healing Energy . There are absolutely NO negative side effect .",4:00 PM - 8:00 PM,Niagara-on-the-lake,Spas,5,43
316,1000 Islands Helicopter Tours,"Experience the beauty, romance, grandeur of the 1000 Islands from the air! Lift off from our new state of the art facility which offers a welcome lounge, outdoor viewing area, plenty of parking for RVs and tour buses. See the unspoiled beauty of the St. Lawrence, marvel at the vastness of the Ivy Lee Bridge and view the richness of the 1000 Islands. Find romance, love and excitement with the breathtaking views of the most iconic landmarks in the Islands, Boldt and Singer Castles. Take home the memories by purchasing your personalized high-definition videos of your tour!",10:00 AM - 5:00 PM,Gananoque,Helicopter Tours,5,413
317,Ghost Walks,"A tour featuring ghost stories befitting ""Canada's Most Haunted Town"". Includes the Angel Inn, Courthouse, Royal George Theatre, Prince of Wales Hotel and much more!",4:30 PM - 7:00 PM,Niagara-on-the-lake,Ghost and Vampire Tours,4.5,520
318,The Screening Room,"Classic movies, first run movies and genre movies on the big screen for $6, $8 or $9 - I love this small venue, downtown, funky cinema - good popcorn and coffee",,Kingston,Cinemas,4.5,61
319,Dolce Bella Spa,"Mission Statement At Dolce Bella Spa, the genuine care and comfort of our guests is our highest priority. We pledge to provide the finest in service and facility. A warm, relaxed, yet refined ambiance awaits. The Dolce Bella Spa experience enlivens the senses, instills well-being and fulfills even the unexpressed wishes and needs of our guest. Quality Policy Our guests are our first priority and our goal is to deliver service beyond their expectations. We want to empower our guests with product knowledge to properly take care of their skin care needs. All employees are responsible to maintain the highest standards to ensure they meet Dolce Bella Spa quality requirements. ",9:00 AM - 6:00 PM ,Kingston,Spas,4.5,43
320,Rock Chapel Golf Centre,"Rock Chapel Golf Centre is a golf facility located in Dundas, Ontario, Canada. It typically provides amenities such as a golf course, driving range, and possibly other services related to golf, including lessons and pro shop offerings.

",,Dundas,Golf Courses,4.5,20
321,Algonquin Park Adventure Tours,"Since 1996, we have guided educational wilderness adventure tours into the Algonquin Provincial Park interior. We provide multiday guided canoe trips and glamping camping that will get you intimate with Algonquin Provincial Park. Duke of Edinburgh Adventurous Journey programs can also be arranged. We also provide an assortment of Algonquin Park guided day trips. Paddle canoe, motorized canoe, fishing, hiking, bicycle, birding, landscape & wildlife photography and fall colours adventure tours are provided 7 days a week (May-Oct). In winter, we provide very Canadian snowshoe, nordic ski and winter camping adventures. Custom tours, wilderness skills training, school trips and corporate team building services are also provided.",,Algonquin Provincial Park,Hiking and Camping Tours,5,454
322,The Body Clinic Spa,Excellence in SPA services they include. Clear and Brilliant Laser Skin Rejuvenation with Laser Genesis Full Body Laser Hair Removal Mississauga. We are Celebrating 20 Years In Beauty Spa Industry. At The Body Clinic we specialize in ONLY the most advanced non-invasive GOLD standard skin treatments available in the market all from the comfort and privacy of our Award wining beauty Clinic. We are Skinceuticals authorized retailer in Mississauga Toronto Canada Our clients are #1 PRIORITY.,9:00 AM - 6:00 PM,Mississauga,Spas,5,36
323,Tasty Tours,"Award-winning food and chocolate tours - treat yourself to our Kensington Market ""Taste the World"" Food Tour. All tours feature behind the scenes experiences, tidbits of history and lots of delicious food, plus our complimentary neighbourhood guide and food concierge service will help you make the most of Toronto. Besides our regular public tours, we organize private events of all kinds, including sweet & savoury options! Perfect for your birthday, bachelorette party, corporate outing or even marriage proposals. Our goal is to create a sweet & lasting memory for you and your loved ones.",,Toronto,Food Tours,5,560
324,Port Colborne Country Club,"Welcome to the historic Port Colborne Country Club, located in beautiful Port Colborne, Ontario and only a short distance from Lake Erie. Established in 1929, this 18-hole Championship golf course has consistently been regarded as one of the premier courses in the Niagara Region. Noted for its outstanding playing conditions and high-level customer service, this spectacular facility is a must play each year! Our Golf Course and Restaurant are both happily OPEN to the PUBLIC!",9:00 AM - 9:15 AM,Port Colborne,Golf Courses,5,12
325,1000 Islands Kayaking,"Thousand Islands region, which is situated between the United States and Canada along the St. Lawrence River. This region is known for its picturesque landscapes, numerous islands, and clear waters, making it a popular destination for outdoor activities like kayaking.",9:00 AM - 5:00 PM,Gananoque,Kayaking and Canoeing,5,338
326,Elmspa,"Elmspa is a hidden gem in the heart of Church/Wellesley Village, offering an array of exclusive treatments for women and men. An offspring of the acclaimed Elmwood Spa, elmspa is easily accessible, situated just blocks away from Cabbagetown, Riverdale, Yorkville and Bloor Street in downtown Toronto.",11:00 AM - 7:00 PM,Toronto,Spas,4.5,35
327,Victoria Park Golf Club East,"Golf clubs typically offer amenities such as golf courses, driving ranges, and other related services. For the most accurate and current information, please check the official website of Victoria Park Golf Club or contact them directly.",,Guelph,Golf Courses,4.5,18
328, Secret City Adventures: Murdoch Mysteries Escape Game,"Secret City Adventures are pioneers in theatrical escape room games and immersive experiences in Toronto. We design, develop, and deliver unique games that push the boundaries of storytelling, where players are the protagonists and the heroes! In this original escape game Detective Murdoch is missing and as Toronto's newest constables you've been called into action, but the clock is ticking! You only have 60 minutes to save Murdoch. Discover the clues, piece together the evidence, crack the case, and unravel the Secret of Station House No. 4!",5:15 PM - 11:00 PM,Toronto,Escape Games,5,31
329,Niagara Military Museum and Niagara Armoury Escapes,"Brand new military museum, admission is free open Wed to Sat 10am-3pm and 6pm Saturday Doors open for free movie nights with free popcorn.",11:00 AM - 4:00 PM,Niagara Falls,Military Museums,4.5,36
330,Brew Donkey ,"We are a brewery tour operator servicing craft breweries in Ottawa. We help you get to local breweries on a curated bus trip filled with amazing guests like you, as well as entertainment and education. These trips are about exploring and learning with a healthy dose of locally made beverages. Explore craft beer locally!",11:00 AM - 4:00 PM,Ottawa,Beer Tastings and Tours,5,911
331, A Spa For You ,"Spa for body massage, facial treatments and wellness centre",,Thunder Bay,Spas,5,41
332,The Soul Institute,"Connecting People with the Heart of Nature As human beings we are intimately connected with nature through our energy fields, consciousness, and physical presence. When we align ourselves to the rhythms of nature we connect in with the deepest aspects of our own heart and soul. We invite you and your family to join us in our journey back to our home within nature. All of our offerings and glamping experiences are designed to bring you a little closer to this purpose. You will be invited to immerse yourself in the forest, get your hands and feet dirty, breathe the fresh air, smile widely, and most importantly feel the pulse of life flowing powerfully through your veins.",,Svern Bridge,Lessons and Workshops,5,42
333,Madawaska Kanu Centre,"Madawaska Kanu Centre provides personal instruction in whitewater kayaking & canoeing. We offer all the comforts of a European-style vacation resort with delicious and nutritious buffet meals. Classes are small and the river is clean, warm and uncrowded. For a shorter visit, enjoy a two hour Madawaska Rafting trip (ages 2 & up)! Five fun-filled kilometers of beautiful scenery and tumbling whitewater in the Algonquin Park area. Our skilled guides steer the raft down river as you hold-on and enjoy the adventures! Fun for the whole family!",9:00 AM - 5:00 PM,Barry's Bay,River Rafting and Tubing,5,260
334,The Little Tart,Offers baked goods and desserts,< 1 hour,Haliburton,Speciality and Gift Shops,4.5,34
335,GTA Exotics,"Welcome to GTA Exotics - Canada's most established Exotic car Tours, Exotic car and Motorcycle Rental, and Track day experience company. Race your favorite exotic on a real race track with no speed limits at Canadian Tire Motosport Park or Grand Bend Motorplex. Get behind a wheel of a Supercar for a half or one hour Test drive and explore scenic country roads overlooking the lake Ontario. Let us take you on a journey through beautiful Niagara Wine Country or thrilling, twisty heights of Halton Hills on our famous 3 and 6 hour Exotic car tours while driving 4 to 7 of our best Dream cars in one day!",9:00 AM - 6:00 PM,Smithville,Adrenaline and Extreme Tours,4.5,461
336,Village of Kleinburg,"The Village of Kleinburg is a historic and charming community located in Vaughan, Ontario, Canada. Known for its picturesque streets, heritage buildings, and cultural attractions, Kleinburg offers a quaint and welcoming atmosphere",>3 hours,Kleinburg,Speciality and Gift Shops,4,48
337,John M. Hall - The House of Quality Linens,Business specializing in high quality linens,,Paris,Speciality and Gift Shops,4.5,45
338,Ready Set Go Adventures,"Get immersed in one of our adrenaline-packed, real-life adventure experiences! Each adventure features a highly detailed set with a series of interactive puzzles, challenges, and obstacles! Your group will have to navigate through a detailed world- all while discovering clues, learning possibilities, creating solutions, and having fun!",3:45 PM - 11:45 PM,Mississauga,Escape Games,5,17
339,Kingston Food Tours,"Kingston Food Tours is a walking tour of Kingston's hip and historic downtown that blends tastings at our best local restaurants with an insider's perspective on our city's history and culture. Our tours focus on unique shops, restaurants, artisans, and farmers who contribute to Kingston's thriving local food movement.",,Kingston,Cultural Tours,5,264
340,Peele Wings Nature Store ,"We are a multi faceted business. We offer an unique mix of nature themed gift shop items, a full paddle sports shop offering sales, rentals, training and repairs of all human powered watercraft as well as Canada's largest selection of binoculars and spotting scopes all backed by our best price guarantee!",9:00 AM - 6:00 PM,Leamington,Equipment Hire,4.5,21
341,Niagara Wine Tour Guides,"Our small group Sip and Savour Wine Tour provides a social and light hearted way, to savour the best experiences offered in the Niagara Wine Region. Our wine tasting tours visit smaller, intimate wineries and includes a five cheese platter, and a chocolate platter, all expertly paired with the wines, as well as the services of an experienced and entertaining tour guide.",10:00 AM - 5:00 PM,Niagara-on-the-lake,Wine Tours and Tastings,5,382
342,Clossoon Road Cycles,"Business dealing in providing cycling services, related offerings and locations",,Hillier,Equipment Hire,5,29
343,Tobermary Wave Adventures,"Tobermory Wave Adventures is a local eco-tourism company who provide interactive and educational marine tours, as well private custom charters that explore the breathtaking waters of the Fathom Five National Marine Park! We offer the only tour that takes you to the three crown jewels of Tobermory: The Shipwrecks, the Flowerpots and the Grotto all in one fully guided cruise. Online booking takes only minutes and you can experience one of Canada's best kept secrets only hours from Toronto. We are a small company that really cares! Open in the Summer from May to October.",,Tobermary,Boat Tours,5,179
344,Fox Theatre,Cinematic Theatre offering Fun games,,Toronto,Cinemas,4.5,21
345,The Fruit Shack,"Business offering baked and sweet foods, specializing butter tarts",,Niagara-on-the-lake,Speciality and Gift Shops,4.5,49
346,Community Transport Group,"
Community Transport Group offers transportation for your every need. We offer vehicles to accommodate groups of any size for every occasion. Specializing in airport, weddings, wine tours, and corporate groups.",,Niagara-on-the-lake,Private Tours,4.5,395
347,Yours Outdoors,"Yours Outdoors offers unique vacations and outdoor adventures that explore the rich natural and cultural heritage of Haliburton County. Yours Outdoors packages are original, engaging, enlightening, and will connect you with communities and the great outdoors. Experience the stunning nature, awe inspiring art, fascinating history, fine folk, and warm hospitality of Haliburton County. Yours Outdoors experience packages are for individuals, couples and small groups looking for distinctive, single, and multi day adventures. They are fully guided and offer a rich variety of experiential, informative, active, and entertaining activities led by professional guides and involving local experts, naturalists, artisans, and personalities.",8:00 AM - 9:00 PM,Haliburton,Cultural Tours,5,223
348,Always The Best - Chocolates,"Family Business in Downtown St. Catharines located at 100 Welland Ave, Between Lake and Geneva. Come get your DELICIOUS CHOCOLATES, GELATO, COFFEE & DESSERTS. Live music Saturday nights all summer long!",<1 hour,St. Catherines,Coffee Shops,5,23
349,Big Bay General Store,Shop dealing in providing speacilized gift items,,Big Bay,Speciality and Gift Shops,4.5,23
350,Simply Cottage,"Over 6000 square feet of furniture, decor, antiques and art. We deliver throughout Ontario. We're located at 101 Entrance Drive, Bracebridge, Ontario.",9:00 AM - 5:00 PM,Bracebridge,Speciality and Gift Shops,4.5,27
351,Feildstone Spa,A country day spa located within an 1800's farm house set amongst 50 acres in the rolling hills of Northumberland County. Provides a full range of body care services using Eminence Organic skin care products. It's more than just a spa ... It's an experience,,Cobourg,Spas,5,20
352,Golden Gallery Tobermory,"Originals and Limited Editions by Kent Wilkens. Many other artists. Pottery, Jewellery, Ironwork, Wood carvings, glassware and many other fine items.",10:00 AM - 10:15 AM,Tobermory,Paint and Pottery Studios,4.5,27
353,WindsorEats,"WindsorEats offers many award winning tours to experience and explore the local culture and tastes in and around Windsor, Ontario. From the Drinks of Walkerville walking tour, which was named an Ontario Signature Experience, to our Bikes & Beers tour, to our Wine Trail Ride cycling tours which were selected as the Best Culinary Tourism Experience in Ontario and were awarded a National Award for Tourism Excellence, there's a tour for every taste. ",,Windsor,Distillery Tours,4.5,300
354,Donn Zver Pottery,"You are welcome to visit our studio in Troy where we handcraft a line of functional Pottery. See the Potters at work and visit our showroom where you can purchase a special gift of Pottery for yourself or someone special. The Restaurant (Cafe Troy) is closed Permanently, however, the Pottery is still open.",9:30 - 5:00 PM,Hamilton,Speciality and Gift Shops,5,24
355,A County Experience,"Exceptional tours of Prince Edward County that are now conducted where you are staying as well as unique driving tours. Personally run by the owner who has extensive knowledge of the wineries, breweries and cider houses as well as the amazing history of the County, you will experience a truly unique and memorable tour. Three tour offerings: Large group tasting (8-14) takes approximately 4 1/2 hours and includes 15-17 tastings. Smaller group tasting ( 2-6) takes approximately 2 hours and includes 7-8 tastings. Driving tour(up to 4 people) Usually around 5 hours, customized to what you would like to experience.",10:00 AM - 5:00 PM,Milford,Wine Tours and Tastings,5,186
356,Pirate Life,"Ahoy matey! Join the crew aboard the Island Rogue, a 45 foot pirate ship on the harbourfront of Toronto! Live the Pirate Life with our crew as you dress in costume, received sea farin' tatoos and pirate nick names! Board the vessel and sail the Toronto Harbour in search of sunken treasure and freedom! Pirate Life combines theatre, adventure and cruise, it's fun for all ages and departs daily off of Queen's Quay West",10:30 AM - 6:30 AM,Toronto,Theatre and Performances,5,340
357,Diamond J Ranch,Animal Welfare Tourism,,Picton,Ranches,4.5,37
358,Captive Escape Rooms Niagara Falls,"You know the deal. You and your friends are going to be locked in Toronto's most realistic escape room for 45 minutes, and it's going to take all of your courage and cunning to escape!",12:00 PM - 11:00 PM,Niagara Falls,Escape Games,4.5,37
359,ATV Adventure Tours,"Enjoy ATV Trails Built, maintained, and used only by ATV Adventure Tours. This provides you with the safest experience possible for your family and friends. If its your first time on an ATV don't worry, we'll give you full training on how to operate our fully automatic machines with ease and comfort. For the adventure seeker, experience the thrill of venturing up and down hills, exploring around every corner, and of course seeing who makes the best driver. Our scenic views of our private Blue Mountain Forest will amaze you with delight as you travel through over 200 acres of hilly terrain. Our perfect location only 12 minutes away from Blue Mountain Ski Resort will give you many opportunities to take advantage of the plentiful attractions in the area.",10:00 AM - 6:00 PM,Collingwood,ATV and Off Road Tours,4.5,364
360,The Haunted Walk,"A fun alternative to typical walking tours, this nighttime haunted history tour of Ottawa takes you to the city’s spookiest sites such as Rideau Canal, the Commissariat Building, and more. Your guide, a professional storyteller, will tell you about each location’s eerie past and famous ghost sightings. A choice of two departure times means you can fit the tour into your vacation itinerary.",9:30 AM - 9:00 PM,Ottawa,Ghost and Vampire Tours,4.5,911
361,Grand River Rafting Company,"Grand River Rafting offers 2-5 hour wilderness paddles near Toronto, Ontario. As you paddle, you can try fresh water springs, go swimming, view wildlife or picnic on an island. Choose from five routes with a selection of 9 different boats. Located about 60-90 minutes from London, Waterloo, Toronto and Niagara.
",8:00 AM - 7:00 PM,Paris,Self-Guided Tours and Rentals,4.5,292
362,Cheeky Bee Gallery & Candle Company,Deals in Customized Gift Items,10:00 AM - 5:00 PM,Warkworth,Speaciality and Gift Shops,5,15
363,VIP Ontario Tours,"Leading tour services provider, VIP Ontario Tours, showing the world the best of Canada with its wide range of VIP tour packages, specifically tours to Niagara Falls. VIP Ontario Tours is looking to continue in its aim of making Canada a major tourist and holiday destination as the tour service provider offers a plethora of tours including private and small group tours from Toronto. Consequently, VIP Ontario Tours has become one of the most sought-after tourist services providers for persons that want to discover Toronto and other parts of Canada in style and luxury.",,Toronto,Sightseeing Tours,5,256
364,Kernal Peanuts Ltd.,Shops for special gift Items,10:00 AM - 5:00 PM,Vittoria,Speciality and Gift Shops,5,17
365,C'est Cheese Please,Business specializing in different kinds of cheese,8:30 AM - 5:30 PM,Cambridge,Speciality and Gift Shops,4.5,21
366,The Chocolate Factory Experience,"CFX Niagara is the largest chocolate factory in Niagara, with an expansive 18,000 square feet of space. The factory boasts a variety of departments, including panning, molding, packaging, and a complete segregated nut-free facility. Customers can enjoy free tours and tastings, where they can witness the art of chocolate-making firsthand and indulge in guided tastings of some of the factory's most popular flavours. CFX Niagara also features a retail store on-site, where visitors can purchase their favourite chocolates to take home. Additionally, the factory provides plenty of free parking for convenience. Overall, CFX Niagara offers an exceptional chocolate experience for locals and tourists alike",10:00 AM - 5:00 PM,Niagara-on-the-lake,Food Tours,4.5,515
367,Distinctly Tea,"Whether you are new to tea or well aquatinted, we are certain that you will find a taste you love. We are here to explore the world of tea with you; from the opulent tones of Earl Grey to the cultured subtleties of Oolong.",<1 hour,Stratford,Speciality and Gift Shops,4.5,18
368,c'estbon Ottawa,"Ottawa, Canada's leading provider of food experiences - cooking classes, food tours and specialty boutique featuring Canadian terroir products.",9:00 AM - 4:00 PM,Ottawa,Cooking Classes,5,171
369,Glengarry Fine Cheese,Specialize in Fine Artisan style cheese from brown swiss cow herd,12:00 PM - 4:00 PM,Lancaster,Speciality and Gift Shops,4.5,24
370,Treetop Trekking-Barrie,"Make it a summer you will never forget during a fun-filled day climbing and zipping from tree to tree at Treetop Trekking Barrie. Our Barrie park is located at Horseshoe Resort . Come and check out Ontario’s original zip line adventure park, and make memories that will last a lifetime. Now with activities for ages 5+! Activities include: - 3-hour Zipline & Aerial Game Trek - Discovery Kids Courses - MEGA Zip! The park is open from April until October annually, and reservations are recommended to secure your spot.",,Barrie,Zipline and Aerial Adventure Parks,4.5,243
371,Niagara Ghost Walks,"Dare to explore 'the darker side' of Niagara Falls. Take a lanternlit stroll through Niagara's haunted downtown core and hear tales of murder and mayhem. Learn of the ghosts and spirits that still roam the darkened streets of the 'world's most famous address'. Just five minutes from the tourist district, the haunted buildings of the Niagara of old provide an unforgettable experience. Niagara Ghost Walks is owned and operated by a local of the area, providing first hand insights into the paranormal side of the Honeymoon Capitol of the world. We are also happy to accommodate bus groups and private tours. Please ask up about our haunted Niagara Ghost Walks wedding package. As well, with 30 years experience in entertaining and historical local tour guiding, we also provide step-on private guides for families and groups. Enjoy a private guided tour and see the hidden gems that Niagara has to offer.",7:30 PM - 9:00 PM,Niagara Falls,Walking Tours,5,140
372,Breakout Escape Games,"At Kingsville's premier escape room experience, you and your team face the task of completing a series of puzzles to escape one of five themed rooms before the clock runs out. Breakout is the world's first character based escape room game, with 8 character choices to provide you and your team mates with special abilities to be used in the room. Will you be the Oracle, with the ability to see into the future? Or maybe the Timebender, able to slow the passage of time? Play the way you want, and escape!'",4:00 PM - 10:30 PM,Kingsville,Escape Games,4.5,15
373,Sunset Cruises,"The ""Muskoka Experience"" always includes a cruise on the big 3 Muskoka Lakes, with their rugged & beautiful Canadian Shield vistas & gorgeous cottages. Enjoy live commentary including history & local lore. Depart Port Carling 7 days/wk late June-Oct. Sunset, dinner & private/bridal cruises too! Owned & operated by Captain Randy Potts, who has been a licensed captain for over 30 years, Sunset Cruises is an alternative to the larger ships, and can show you Muskoka scenery accessible only by our smaller ships. We go where the large boats don't. The Peerless II made its living for over 50 years as a gasoline and home heating oil delivery boat. We restored it so visitors and locals alike could see and experience first hand the historic supply boat era on the lakes.",9:00 AM - 6:00 PM,Port Carling,Boat Tours,5,76
374,Blood Brothers Brewery Tap Room,"Celebrating local farmers and producers, Beast presents a menu of delicious comfort food unmatched by any in Toronto, providing the perfect pairing for our craft beers.",11:00 AM -11:00 PM,Toronto,Bars and Clubs,4.5,22
375,Weir's Lane Lavender and Apiary,"Weir's Lane Lavender & Apiary is a craft manufacturer of lavender and bee related products working with farms in Ontario and around the world. We produce 100+ products using natural formulations and quality ingredients. Open Year Round: Please see our website or facebook page for current hours and directions. Our new location: 105 King Street West, Dundas, Ontario",12:00 PM - 5:00 PM,Dundas,Speciality and Gift Shops,4.5,33
376,Treetop Trekking - Ganaraska,"Make it a summer you will never forget during a fun-filled day climbing and zipping from tree to tree at Treetop Trekking Ganaraska. This park is located between just east of Toronto between Port Hope and Peterborough. Make memories that will last a lifetime. With activities for ages 9+, the park is open from April until October each year. Reservations are recommended to secure your spots.",,Campbellcroft,Adrenaline and Extreme Tours,5,95
377,Rosseau General Store,"Groceries & Provisions since 1874. Fresh meat, baked goods and gift items. Open all year with Kawartha Dairy cones in the summer",8:00 AM - 6:00 PM,Rosseau,Speciality and Gift Shops,4.5,16
378,Black Country Tours,"Back Country Tours is one of Canada’s leading year-round Adventure Tourism companies and by far the largest and most reputable in snowmobile, ATV & Jet Ski rentals and tours in the Muskoka/Haliburton region. Rentals & Tours range from 1 hour to multiple day Adventures on the Beautiful Canadian Shield. We also have lake side cottage rentals with out door hot tubs and indoor fireplaces located beside snowmobile and atv trails.",9:00 AM - 5:00 PM,Dwight,ATV and Off Road Tours,4.5,481
379,Old Town Tours,"Niagara on the Lake's Original Walking Tour- It’s the best way to connect to and feel the heartbeat of our town!Explore the sites that echo with stories of the past, heroes and villains, revolution and war, slavery and freedom, arts and culture.Our local guides’ enthusiasm and knowledge will combine to inform and captivate you each step along the way. A ninety minute walking tour, visiting more than 20 sites.Rain or shine the pace of the walking tour is geared to the participants. Our tours are designed to explore the rich history of the people, places and events that have formed this unique part of Canada over hundreds of years. Our friendly and knowledgeable guides won't overload you with dates but will paint a picture of how the town developed and how it played a central role in the history of the country and it's relationship with our southern neighbour, the United States.",9:00 AM - 5:00 PM,Niagara-on-the-lake,Historical and Heritage Tours,5,122
380,Grumblin Granny's,Country boutique specilaizes in holiday gifts.,,Campbellville,Speciality and Gift Shops,4.5,15
381,Halton County Radial Railway,"Open weekends from first weekend in May to last weekend in October (10 am to 5 pm) and weekdays July and August (10 am to 4:30 pm. We will be open the first two Saturdays in December for our Christmas on the Rails event for 1 pm to 8 pm. Santa, Chili, Cider, Streetcars in the woods of North Halton.",,Milton,Scenic Railroads,4.5,145
382,Eco Adventures Bruce Peninsula,"EcoAdventures offers guided excursions for those wanting a deeper understanding of this world Biosphere Reserve. Immerse yourself in the wonders of the Bruce Peninsula where majestic cliffs, turquoise water and some of Canada's rarest wildlife await. Travel with purpose - proceeds support the Bruce Peninsula Biosphere Association's environmental projects.",,Tobermory,Nature and Wildlife Tours,5,82
383,Algonquin Outfitters,"The heart and soul of Algonquin Outfitters is found at our original store in Oxtongue Lake, opened in 1961. A lot has changed since that day and a lot has not. The Oxtongue Lake base maintains the largest selection of outfitting equipment, canoes and camping supplies. Canada’s largest light weight rental canoe fleet is hosted here, along with a wide selection of kayaks and even four 26′ Voyageur canoes for group outings. With a wide range of camping and canoeing gear, bikes and accessories in the rental program, the Oxtongue Lake store is set up to outfit almost any wilderness adventure. ",8:00 AM - 7:00 PM,Oxtongue Lake,"Equipment Hire, Nature and Wildlife Tours",4.5,103
384,We Pound Em Sportfishing,Looking for Toronto fishing charters? Fully guided fishing charters along Toronto's beautiful waterfront. Lake Ontario fishing charters are a great way to spend a day! Join us for some of the best salmon and trout fishing North America has to offer. Fish aboard our 33' tiara pursuit fishing matching one of the best rigged boats on Lake Ontario. Full washroom on board for upmost comfort.,,Toronto,Fishing Charters and Tours,5,126
385,Free Spirit Tours,"Free Spirit Tours provides year round activities such as caving, paddling, rock climbing, sea kayaking, and kid’s camps. We also specialize in group adventures; corporate team building, bachelor parties and bachelorette parties in the southern Georgian Bay area.",9:00 AM - 5:00 PM,Heathcote,"Sightseeing Tours, Stand Up Paddleboarding",5,88
386,Xtreme Adventures,"Xtreme Hummer Adventures, Boat Tours, Wakeboard, Wakesurf & Waterski Lessons, Water Tubing, Jet Ski Rentals, Snow Shoe Adventures & Tours.",,Collingwood,Waterskiing and Jetskiing,5,87
387,The Foodies Group,"The award winning Foodies Group provides Toronto's most creative food tours and food experiences. We create food related events and tours which unite foodies and food lovers, locals and tourists, over Toronto's ever expanding food scene. Join us for events including culinary crawls, chef series dinners, communal dining, supper clubs, food tours, and more. We also provide customized events and tours for conventions, tour groups, corporate clients, or any private group of 12 of more.",,Toronto,"City Tours, Food Tours",5,150
388,Treetop Trekking - Brampton,"Have you ever wanted to feel like Tarzan or Jane? Climb, swing, and zip through the forest canopy and make it a summer you will never forget at Treetop Trekking Brampton! Conveniently located at Heart Lake Conservation Area, only a short drive from downtown Toronto, this park offers a variety of exciting activities for ages 9+, and is sure to be your new favorite adventure destination. Activities include: - 3-hour Zipline & Aerial Game Trek - Blue Heron Zipline Tours - Red Tailed Hawk Canopy Tour The park is open from April until October, and reservations are recommended to secure your spot.",10:00 AM - 2:00 PM,Brampton,"Adrenaline and Extreme Tours, Zipline and Aerial Adventure Parks",4.5,208
